Company Name,Customer ID,Extension,Phone Number,Phone Type
"Dunkerton Cooperative","1989232","","319-822-7700","Fax"
"Dutch Country Organics Middlebury","2920139","","574-358-0856","Office"
"Dutch Country Organics Wolcottville","1994175","","260-214-1450","Mill"
"Dutch Country Organics Wolcottville","1994175","","260-854-9943","Office"
"Dwight's Farm Service North Mill (DFS)","1989219","","712-272-3397","Office"
"Dwight's Farm Service North Mill (DFS)","1989219","","712-272-3396","Office"
"Dwight's Farm Service North Mill (DFS)","1989219","","712-272-4835","Mill"
"Dwight's Farm Service North Mill (DFS)","1989219","","712-272-4258","Fax"
"Eagle Builders","2154830","","403-885-5525","Office"
"Eagle Builders","2154830","Dennis","403-357-9543","Mill"
"Eagle Builders","2154830","","403-885-5516","Fax"
"Eagle Creek Farms","2350909","","402-925-2334","Office"
"Eagle Creek Farms","2350909","","402-340-0599","Mill"
"Early Bird Feed Mill","1989237","","309-965-2559","Fax"
"Early Bird Feed Mill","1989237","","309-965-2555","Office"
"East End Colony Chicken Mill","1989239","","406-398-5355","Office"
"East End Colony Hog Mill","1989240","709","406-398-5355","Mill"
"East End Colony Hog Mill","1989240","","406-398-5355","Office"
"East Raymond Colony ","1989245","","403-892-0886","Mill"
"East Raymond Colony ","1989245","155","403-320-4501","Office"
"Eastland Feed And Grain","1989247","","815-864-2723","Mill"
"Eastland Feed And Grain","1989247","","815-864-2152","Office"
"Eastland Feed And Grain","1989247","","815-864-2139","Fax"
"Eatonia Colony","2008259","","306-460-9703","Mill"
"Eatonia Colony","2008259","","306-967-2611","Fax"
"Eatonia Colony","2008259","","306-967-2978","Office"
"Economy Feed Mill","2324786","","608-794-2570","Office"
"Egg Innovations","1989248","","574-267-7545","Office"
"Egg Innovations","1989248","","260-215-8020","Mill"
"Egg Innovations","1989248","","574-835-3299","Office"
"Eichelberger Milling","1989249","","319-256-5102","Mill"
"Eichelberger Milling","1989249","","319-256-6913","Fax"
"Eichelberger Milling","1989249","","319-256-5100","Office"
"Eichner Hog Farm","1989250","","612-581-5387","Mobile"
"Elite Feed Source Ltd","2010345","","902-678-1907","Mill"
"Elite Feed Source Ltd","2010345","","902-678-1907","Office"
"Elite Feed Source Ltd","2010345","","902-678-2344","Mill"
"Elite Stock Farms","2010294","1","306-243-4600","Office"
"Elite Stock Farms","2010294","","306-243-2005","Office"
"Elk Creek Colony","1989252","","406-562-3400","Fax"
"Elk Creek Colony","1989252","","406-231-0680","Mill"
"Elk Creek Colony","1989252","","406-562-3537","Office"
"Elmendorf Colony","1989251","","507-427-8945","Fax"
"Elmendorf Colony","1989251","","507-427-2340","Office"
"Elmendorf Colony","1989251","","507-822-0064","Mill"
"EM Heard And Son","1989233","","270-393-1965","Office"
"EM Heard And Son","1989233","","270-780-0263","Office"
"Emerald Spring Dairy","2251266","","507-534-3221","Office"
"Ernest Smith Farms","1989238","","910-529-4586","Mill"
"Ernest Smith Farms","1989238","","910-529-1844","Fax"
"Ernest Smith Farms","1989238","","910-529-9731","Office"
"Evergreen Colony","1989255","","605-324-3423","Fax"
"Evergreen Colony","1989255","5","605-324-3492","Mill"
"Evergreen Colony","1989255","","605-324-3303","Office"
"Evonik Corporation","2075085","","678-797-4300","Office"
"Faberdale Dairies LTD","1989257","","306-750-3611","Mill"
"Faberdale Dairies LTD","1989257","","403-784-2911","Fax"
"Faberdale Dairies LTD","1989257","","403-784-2779","Office"
"Fairhaven Colony","1989258","","406-866-3351","Fax"
"Fairhaven Colony","1989258","","406-866-3350","Office"
"Fairhaven Colony","1989258","615","406-866-3350","Mill"
"Fairview Colony","1989259","","701-830-0640","Mill"
"Fairview Colony","1989259","","701-883-5800","Office"
"Fairview Colony","1989259","","701-883-4407","Fax"
"Falling Knife Brewing","2152095","","952-905-4379","Office"
"Famo Feeds","2891602","","800-450-2145","Office"
"Far-Gaze Farms","2159065","","507-645-5625","Office"
"Farmers Cooperative Association Keota","1989280","","641-636-3060","Office"
"Farmers Cooperative Association Keota","1989280","","641-636-3748","Office"
"Farmers Cooperative Association Keota","1989280","","641-636-2460","Fax"
"Farmers Cooperative Association Keota","1989280","","641-636-2398","Mill"
"Farmers Cooperative Association Lindsay","1989267","","402-428-2108","Fax"
"Farmers Cooperative Association Lindsay","1989267","","402-428-2309","Mill"
"Farmers Cooperative Association Lindsay","1989267","","402-428-3195","Office"
"Farmers Cooperative Association Lindsay","1989267","","402-428-2305","Office"
"Farmers Cooperative Elevator Cottonwood","2010299","","507-423-6235","Office"
"Farmers Cooperative Elevator Cottonwood","2010299","","800-423-6230","Mill"
"Farmers Cooperative Elevator Cottonwood","2010299","","507-423-6707","Fax"
"Farmers Cooperative Pawnee City Shuttle","2967826","","402-946-2211","Office"
"Farmers Cooperative Society Fulda - CLOSED","1989268","","712-722-0651","Office"
"Farmers Cooperative Society Fulda - CLOSED","1989268","","507-425-2522","Mill"
"Farmers Cooperative Society Ireton","1989269","","712-278-2312","Office"
"Farmers Cooperative Society Ireton","1989269","","712-278-2311","Mill"
"Farmers Elevator And Exchange","1989265","","573-735-3383","Fax"
"Farmers Elevator And Exchange","1989265","","573-735-4543","Office"
"Farmers Feed And Supply","1989266","","712-725-2395","Office"
"Farmers Pride Cooperative Battle Creek","1989281","","402-675-2375","Office"
"Farmers Pride Cooperative Battle Creek","1989281","","402-675-1645","Fax"
"Farmers Pride Cooperative Neligh","1989282","","402-887-5463","Office"
"Farmers Pride Cooperative Neligh","1989282","","402-887-5464","Office"
"Farmers Union Cooperative Manchester","2171205","","563-927-6050","Office"
"Farmers Union Oil Circle ","2734057","","406-485-3475","Office"
"Farmers Union Oil Terry","2924002","","406-635-5479","Office"
"Farmward United Mills","1989284","","507-641-2179","Fax"
"Farmward United Mills","1989284","","507-249-3198","Office"
"Farmward United Mills","1989284","","507-249-4073","Office"
"Farmward United Mills","1989284","","507-249-3196","Office"
"Farmward United Mills","1989284","","507-249-3197","Office"
"FCI Parkton","2002921","","910-858-2145","Mill"
"Feed Commodities International","2324793","","802-458-3916","Mill"
"Feed Mix","1989285","","701-324-2201","Mill"
"Feed Mix","1989285","","701-324-2201","Office"
"Fehr Brothers","1989286","","309-467-2790","Office"
"Fehr Brothers","1989286","","309-222-0620","Mill"
"First Cooperative Association **MILL CLOSED**","1989287","","712-225-5426","Office"
"First Cooperative Association **MILL CLOSED**","1989287","","712-368-4311","Office"
"First Cooperative Association **MILL CLOSED**","1989287","","712-368-4750","Fax"
"First Cooperative Association **MILL CLOSED**","1989287","","712-368-4311","Mill"
"Five Star Cattle","1989289","","403-782-4661","Fax"
"Five Star Cooperative Klemme","1989290","","641-587-2106","Fax"
"Five Star Cooperative Klemme","1989290","","641-587-2207","Office"
"Five Star Cooperative New Hampton ","1989291","","641-394-6177","Fax"
"Five Star Cooperative New Hampton ","1989291","","641-394-3753","Mill"
"Five Star Cooperative New Hampton ","1989291","","641-394-3753","Office"
"Flagler Coop","2476911","","719-765-4416","Office"
"Foam Brewers","1989292","","802-999-3020","Office"
"Forest River Colony","1989293","","701-865-4113","Fax"
"Form-A-Feed Inc. ","1989294","","800-422-3649","Office"
"Fotheringham Agri LTD OLD MILL","1989295","","519-291-7515","Mill"
"Fotheringham Agri LTD OLD MILL","1989295","","519-343-2617","Office"
"Foul-Air Acres Inc.","1989296","","507-436-5573","Office"
"Foul-Air Acres Inc.","1989296","","507-236-5055","Mill"
"Frank Theis Farms","2010351","","641-982-4925","Office"
"Frank Theis Farms","2010351","","641-982-4955","Fax"
"Franklin Feed And Supply Chambersburg","2840030","","717-264-6148","Office"
"Franklin Feed And Supply Letterkenny","2188242","","7178300494","Office"
"Franklin Feed And Supply Letterkenny","2188242","","","Office"
"Franklin Feed And Supply Letterkenny","2188242","","717-264-6148","Office"
"Fultz Farms Inc. ","1989297","","507-626-0281","Mill"
"Fultz Farms Inc. ","1989297","","507-626-0841","Office"
"Fultz Farms Inc. ","1989297","","507-629-3564","Office"
"Gary Poppins Snacks","2924012","","847-801-5964","Office"
"Gary Rouse","1989299","","712-858-4442","Office"
"Gary Rouse","1989299","","712-330-1031","Mobile"
"Gary Rouse","1989299","","712-330-1031","Mill"
"Gateway FS","2960256","","618-282-2749","Office"
"Gemstone Grain And Feed","1989163","303","812-663-5175","Office"
"Gemstone Grain And Feed","1989163","331","812-663-5175","Mill"
"Genesis Fertilizers","2530416","","306-321-4133","Office"
"Gengler Feed Services Remsen","2104621","","712-786-2234","Office"
"Gengler Feed Services Remsen","2104621","","712-786-2235","Mill"
"Gerber And Sons","2923746","","330-897-6011","Office"
"Glendale Colony","1989304","","605-460-1828","Office"
"Glendale Colony","1989304","3","650-472-1251","Mill"
"Glendale Colony","1989304","","605-472-0772","Office"
"Glendale Colony","1989304","","605-472-2241","Office"
"Globeius/Plastic Solutions","2847186","","305-889-1782","Office"
"Gold Eagle Cooperative Kiester","2010350","","507-294-3697","Office"
"Gold Eagle Cooperative Kiester","2010350","","507-294-9900","Mill"
"Gold Eagle Cooperative Leland Cattle Mill","1989263","","641-567-3341","Office"
"Gold Eagle Cooperative Leland Cattle Mill","1989263","","641-567-3380","Fax"
"Gold Eagle Cooperative Leland Hog Mill","1989264","","641-567-3380","Mill"
"Gold Eagle Cooperative Leland Hog Mill","1989264","","641-567-3341","Office"
"Gold Spring Colony","1989305","641","403-388-5162","Mill"
"Gold Spring Colony","1989305","","587-787-1890","Office"
"Golden Fertilizer Company Limited","2519993","","2348113394472","Office"
"Golden Prairie Colony","2495154","609 or 709","306-662-9313","Mill"
"Gracevale Colony","1989307","","605-256-2267","Mill"
"Gracevale Colony","1989307","","605-480-1694","Mobile"
"Gracevale Colony","1989307","","605-256-0483","Fax"
"Grandview Farms","1989309","","507-428-3845","Fax"
"Grandview Farms","1989309","","507-428-3843","Office"
"Grandview Farms","1989309","","507-829-8910","Mill"
"Granite Mills Inc. ","1989311","","204-348-7264","Office"
"Granite Mills Inc. ","1989311","","204-348-2354","Mill"
"Granite Ridge Farm LLC","2210049","Matt","330-600-2295","Office"
"Granite Ridge Farm LLC","2210049","","330-698-1077","Office"
"Granja Asomante","1989310","","787-735-8144","Fax"
"Granja Asomante","1989310","","787-735-8144","Office"
"Granja Asomante","1989310","","787-735-8045","Mill"
"Grass Ranch Colony","2008271","","605-778-6778","Fax"
"Grass Ranch Colony","2008271","","605-778-6149","Office"
"Grass Ranch Colony","2008271","","605-778-6776","Office"
"Grass Ranch Colony","2008271","253","605-778-6793","Mill"
"Grassland Colony Chicken Mill Great Falls","1989312","","406-799-1263","Office"
"Grassland Colony Chicken Mill Great Falls","1989312","","406-736-5324","Office"
"Grassland Colony Chicken Mill Great Falls","1989312","","406-799-1263","Mill"
"Grassland Colony Chicken Mill Great Falls","1989312","","406-736-5321","Fax"
"Grassland Colony Hog Mill Great Falls","1989313","","406-736-5321","Fax"
"Grassland Colony Hog Mill Great Falls","1989313","","406-799-1263","Office"
"Grassland Colony Hog Mill Great Falls","1989313","","406-799-1263","Mill"
"Grassland Colony Westport","1989314","","605-439-3044","Mill"
"Grassland Colony Westport","1989314","144","605-439-3603","Fax"
"Grassland Colony Westport","1989314","","605-439-3221","Office"
"Grassland Colony Westport","1989314","","605-439-3411","Mill"
"Graymont Cooperative Association","1989315","","815-743-5747","Office"
"Graymont Cooperative Association","1989315","","815-743-5397","Fax"
"Green Farms","2129188","","309-221-6558 John's","Mobile"
"Green Farms","2129188","","309-729-5418","Office"
"Greensburg Soy Processors","2495418","","937-302-8384","Mobile"
"Greensburg Soy Processors","2495418","","812-663-6150","Office"
"Greenwald Elevator","1989316","","320-987-3159","Office"
"Greenwald Elevator","1989316","","320-987-3623","Office"
"Greenwald Elevator","1989316","","320-293-6246","Mill"
"Greenwald Elevator","1989316","","320-987-3628","Fax"
"Grimmius Cattle Company, Inc.","2249492","","559-585-8760","Office"
"Grove River Mills","2895679","","706-693-2002","Office"
"GVT Inc. ","1989300","","218-863-5148","Mill"
"H And H Feed And Grain","1989317","Ryan's Cel","269-760-0125","Office"
"H And H Feed And Grain","1989317","","269-598-0074","Mobile"
"H And H Feed And Grain","1989317","Matt","269-370-5232","Office"
"H And H Feed And Grain","1989317","","269-649-0764","Office"
"H2Old, LLC","2277356","","Frank 404-580-7034","Mobile"
"Haiti Broilers S.A.","1989318","","011-509-3702-5314","Mill"
"Haiti Broilers S.A.","1989318","","011-509-876-3835112","Office"
"Halifax Fertilizer","2875264","","252-445-5174","Office"
"Ham Hill Farms","1989319","","660-886-5442","Office"
"Ham Hill Farms","1989319","","660-886-5442","Mill"
"Hamlin County Farmers Cooperative","1989320","","605-783-3621","Office"
"Hand Hills Colony","2495938","George","403-854-8820 x136","Mobile"
"Hand Hills Colony","2495938","David","403-854-4555","Mobile"
"Har De Bo Farms","1989321","","519-289-5904","Office"
"Har De Bo Farms","1989321","","519-289-5904","Mill"
"Hartington Feed And Chick Inc. ","1989322","","402-254-6660","Mill"
"Hartington Feed And Chick Inc. ","1989322","","402-254-7449","Office"
"Hartog Elevator","1989323","","712-441-2270","Office"
"Hartog Elevator","1989323","","712-729-3572","Fax"
"Hartog Elevator","1989323","","712-729-3359","Office"
"Hartog Elevator","1989323","","712-324-2681","Mill"
"Harvey's Fertilizer And Gas","2210417","","910-892-2025","Office"
"Havel Pork Farms","2010352","","319-657-3757","Office"
"Heartland Colony","1989324","","507-690-8251","Office"
"Heartland Colony","1989324","","507-368-9589","Office"
"Heartland Colony","1989324","","507-368-4601","Fax"
"Heartland Colony","1989324","","507-368-9584","Mill"
"Heartland Cooperative Earlham","2734062","","641-792-5169","Office"
"Heartland Cooperative Earlham","2734062","","515-517-3017","Mill"
"Heartland Cooperative Newton","1989325","","641-792-0738","Fax"
"Heartland Cooperative Newton","1989325","","515-344-7409","Office"
"Heartland Cooperative Newton","1989325","","641-792-5169","Mill"
"Heartland Cooperative Prairie City","2154682","","515-994-2651","Office"
"Heartland Cooperative Reinbeck","1989326","","515-490-5780","Office"
"Heartland Cooperative Reinbeck","1989326","","800-717-2667","Office"
"Heartland Cooperative Reinbeck","1989326","","319-788-2511","Fax"
"Heartland Cooperative Reinbeck","1989326","","515-343-5977","Mill"
"Heartland Cooperative Stanhope","1989327","","515-826-3226","Office"
"Heimerl Farms Celina","2133102","","614-206-1300","Office"
"Heimerl Farms Johnstown","1989328","","740-967-2760","Fax"
"Heimerl Farms Johnstown","1989328","","614-206-1300","Mobile"
"Heimerl Farms Johnstown","1989328","","740-967-0063","Office"
"Heimerl Farms Wabash","1989329","","419-253-0637","Office"
"Heimerl Farms Wabash","1989329","","419-942-7500","Mill"
"Henk Schipper","1989331","","403-364-3111","Office"
"Henk Schipper","1989331","","403-854-1472","Mill"
"Henry Creek Farms","2010373","","620-752-3149","Fax"
"Henry Creek Farms","2010373","","620-752-3650","Office"
"Herickhoff Family Farms LLC","1989330","","320-493-7628","Office"
"Hi-Point Stock Farm LTD","1989332","","306-934-2727","Office"
"Hi-Point Stock Farm LTD","1989332","","306-652-8665","Fax"
"Hi-Point Stock Farm LTD","1989332","","306-937-7067","Mill"
"Hickman Family Farms","1989334","","623-872-2307","Office"
"Hickman Family Farms","1989334","","623-386-1303","Office"
"Hickman Family Farms","1989334","","623-872-2387","Mill"
"Hickman Family Farms","1989334","","623-872-9220","Fax"
"Hidden Lake Colony (Hog Barn)","1989335","244","406-336-4800","Mill"
"Hidden Lake Colony (Hog Barn)","1989335","","406-336-4803","Office"
"Hidden Lake Colony (Hog Barn)","1989335","","406-336-4804","Office"
"Hidden Lake Colony (Hog Barn)","1989335","324","406-336-4800","Office"
"Hidden Lake Colony (Hog Barn)","1989335","","406-336-2695","Fax"
"Hidden Valley Colony LTD Austin","1989337","","204-637-2506","Office"
"Hidden Valley Colony Montana","2878776","","406-375-3167","Office"
"Hidden Valley Colony Montana","2878776","","406-292-3590","Fax"
"High Field Farm","2337470","","403-373-7162","Office"
"High Field Farm","2337470","","403-373-7162","Mill"
"High Ridge Pork LLC","1989338","","217-997-2244","Office"
"High River Colony","1989339","186","403-841-0012","Mill"
"High River Colony","1989339","","403-841-0012","Office"
"Hill Farms","2338126","","507-842-5402","Mobile"
"Hill Farms","2338126","","507-360-4407","Office"
"Hillandale Farms","1989593","","717-624-3311","Mill"
"Hillandale Farms","1989593","","814-382-2046","Fax"
"Hillandale Farms","1989593","","814-573-2767","Office"
"Hillcrest Colony","1989343","","605-233-0066","Office"
"Hillcrest Colony","1989343","","605-233-0251","Mill"
"Hillcrest Colony","1989343","","605-532-3860","Office"
"Hillcrest Pork","2010377","","712-378-3185","Office"
"Hillcrest Pork","2010377","","712-490-8199 Don's cell","Mill"
"Hilldale Colony","2581990","709 or 402","406-398-5342","Office"
"Hillridge Colony","1989340","","403-388-5300","Office"
"Hillridge Colony","1989340","","403-223-9333","Fax"
"Hillridge Colony","1989340","156","403-388-5300","Mill"
"Hillside Colony","1989344","","406-937-2966","Office"
"Hillside Colony","1989344","407","406-937-2967 ","Mill"
"Hillside Poultry Farm 1","1989345","","717-264-9898","Fax"
"Hillside Poultry Farm 1","1989345","","717-264-8787","Office"
"Hillside Poultry Farm 2","1989346","","717-264-9898","Fax"
"Hillside Poultry Farm 2","1989346","","717-264-8787","Office"
"Hilltop Colony","1989342","101","406-736-5169","Office"
"Hilltop Colony","1989342","","406-736-5171","Fax"
"Hilltop Colony","1989342","","406-590-7965","Mill"
"Hilltop Colony","1989342","","406-564-1894","Office"
"Hilltop Pork LTD","1989341","","403-546-3775","Mill"
"Hilltop Pork LTD","1989341","","403-546-3775","Office"
"Hintzsche Brothers - IL","2010378","","630-557-2557","Fax"
"Hintzsche Brothers - IL","2010378","","630-557-2406","Office"
"Hintzsche Brothers - IL","2010378","","800-446-3378","Mill"
"Hitch Mills","2502673","Billing Nu","580-652-2494","Office"
"HJ Baker Trawick **CLOSED**","1989348","","936-205-2571","Office"
"HJ Baker Trawick **CLOSED**","1989348","","936-326-5030","Office"
"HJ Baker Trawick **CLOSED**","1989348","","936-326-4016","Fax"
"HJ Baker Trawick **CLOSED**","1989348","","936-205-2570","Mill"
"HK Farms","2131412","","641-485-0758","Mill"
"HK Farms","2131412","","641-753-6965","Fax"
"HK Farms","2131412","","641-474-2878","Office"
"Hoff Brothers","2010300","","507-283-4023","Office"
"Hog Haven","1989351","","217-781-2601","Mill"
"Hog Haven","1989351","","217-379-2614","Fax"
"Hog Haven","1989351","","217-379-3697","Office"
"Hog Inc.","1989352","","217-368-2888","Office"
"Holmes Agro Stayner","2360053","","705-428-4444","Office"
"Hoover Feed Service","2693349","","574-534-6762","Office"
"Hora Fairview Farms","2010385","","319-648-2029","Office"
"Hora Fairview Farms","2010385","","319-648-5819","Fax"
"Hord Feed And Grain","1980430","","507-825-2266","Mill"
"Hord Feed And Grain","1980430","","507-825-5462","Office"
"Hord Livestock","1989354","","419-562-9213","Office"
"Hord Livestock","1989354","","419-562-3009","Mill"
"Horizon Resources","2839117","","701-570-4022","Mobile"
"Hostetler Feed Mill","1989355","","417-345-7931","Mill"
"Hostetler Feed Mill","1989355","","417-345-7935","Office"
"Hudson Egg Farms","2010386","","315-689-9421","Office"
"Hugoson Farms","1989356","2","507-773-4571","Mill"
"Hugoson Farms","1989356","","507-773-4571","Office"
"Hugoson Farms","1989356","","507-773-4403","Fax"
"Hull Cooperative Feed Mill","1989357","","712-439-3169","Mill"
"Hull Cooperative Feed Mill","1989357","","712-439-2831","Office"
"Hull Cooperative Feed Mill","1989357","","712-439-3427","Fax"
"Hull Cooperative Sheldon Feed Mill","2969356","","712-439-2831","Office"
"Hull Feed And Produce Inc. ","1989358","","712-439-1851","Office"
"Hull Feed And Produce Inc. ","1989358","","712-439-3382","Office"
"Hutterville Colony Chicken Feed Mill","2609623","","403-328-5816","Office"
"Hutterville Colony Chicken Feed Mill","2609623","700","403-328-5816","Mill"
"Hutterville Colony Chicken Feed Mill","2609623","","403-758-3143","Office"
"Hutterville Colony Chicken Feed Mill","2609623","","403-758-3979","Fax"
"Hutterville Colony Chicken Feed Mill","2609623","505","403-758-3143 ","Mill"
"Hutterville Colony Hog Feed Mill","1989359","","403-758-3143","Office"
"Hutterville Colony Hog Feed Mill","1989359","505","403-758-3143","Mill"
"Hutterville Colony Hog Feed Mill","1989359","","403-328-5816","Office"
"Hutterville Colony Hog Feed Mill","1989359","","403-758-3979","Fax"
"I And S Furrer Farms","1989372","","219-279-2799","Fax"
"I And S Furrer Farms","1989372","","219-279-2669","Office"
"Ihnen Family Farms","1989373","","507-839-3836","Office"
"Indeed Brewing","2129736","","612-237-9815","Office"
"Independence Milling","1994172","","780-939-5944","Mill"
"Independence Milling","1994172","","780-939-3225","Fax"
"Independence Milling","1994172","","780-499-2232","Office"
"Independent Farmers Ag Services LLC","1989374","","320-392-5927","Office"
"Independent Farmers Ag Services LLC","1989374","","320-392-5327","Office"
"Independent Farmers Ag Services LLC","1989374","226","320-392-5927","Mill"
"Independent Farmers Ag Services LLC","1989374","","320-392-5902","Fax"
"Integra Farms LTD","1989375","","204-346-4203","Mill"
"Integra Farms LTD","1989375","","204-346-4203","Office"
"J And H Milling Batcher #1","1989376","","402-986-1136","Office"
"J And H Milling Batcher #1","1989376","","402-986-1136","Mill"
"J.E. Meuret Grain Company, Inc. Brunswick ** This Mill is CLOSED**","1989302","","800-627-1543","Office"
"J.E. Meuret Grain Company, Inc. Brunswick ** This Mill is CLOSED**","1989302","","402-842-3115","Fax"
"J.E. Meuret Grain Company, Inc. Brunswick ** This Mill is CLOSED**","1989302","","402-842-3301","Mill"
"J.E. Meuret Grain Company, Inc. Copenhagen, Plainview","2029357","","402-518-3076","Office"
"J.E. Meuret Grain Company, Inc. Creighton","1989303","","402-842-2515","Office"
"J.E. Meuret Grain Company, Inc. Pierce","2277268","","402-750-4787","Office"
"J.W. Vittetoe Pork - CLOSED","1989390","","319-653-7230","Fax"
"J.W. Vittetoe Pork - CLOSED","1989390","","319-653-4933","Office"
"Jack Pine Farms LLC","1992623","","616-895-7063","Office"
"JBC Farms","2005096","","406-423-5810","Office"
"JBC Farms","2005096","","406-423-5808","Office"
"JBS United Frankfort","1989382","","765-652-5167","Office"
"JBS United Frankfort","1989382","","765-296-3964","Office"
"JBS United Frankfort","1989382","","317-691-3508","Office"
"JBS West Brandon","1992608","","719-336-1111","Office"
"JBS West Brandon","1992608","","719-336-4620","Fax"
"JBS West Brandon","1992608","","719-729-3409/3410","Mill"
"JC Bushlack, LLP","1989379","","507-462-2422","Office"
"JC Bushlack, LLP","1989379","","507-327-5303","Mill"
"JD Howerton And Sons","1989384","","660-678-4591","Office"
"Jefferson Pork","1989385","","403-653-1479","Fax"
"Jefferson Pork","1989385","","403-653-1489","Office"
"Jefferson Pork","1989385","","403-653-7303","Mill"
"Jennie-O","2008240","","715-537-9687","Fax"
"Jennie-O","2008240","","715-537-9527","Office"
"Jeremiason Farms","2010387","","504-872-6893","Fax"
"Jeremiason Farms","2010387","","507-829-9029 Guy's cell","Mill"
"Jeremiason Farms","2010387","","507-872-6651","Office"
"Johanns Farms","1989386","","641-220-4898","Mill"
"Johanns Farms","1989386","","641-982-4905","Office"
"John Preussner","2134761","","563-924-2591","Office"
"John Vehof","1992629","","519-454-4369","Office"
"Johnny Pickles Distillery","2644738","","512-777-0044","Office"
"Johnson Pate Pork, Inc. ","1989387","","815-756-7272","Fax"
"Johnson Pate Pork, Inc. ","1989387","","815-756-7042","Office"
"Johnson Pate Pork, Inc. ","1989387","","815-756-7042","Office"
"Jon Helvig","2010372","","507-639-3393","Office"
"Jordan Farms","1989388","","765-966-4966","Fax"
"Jordan Farms","1989388","","765-914-0121","Mill"
"Jordan Farms","1989388","","765-993-7636","Office"
"JTH Inc. ","1989389","","260-336-9140","Mill"
"JTH Inc. ","1989389","","260-593-2623","Office"
"K and L Pork","2010403","","507-278-4118","Fax"
"K and L Pork","2010403","","507-278-4118","Office"
"Kanza Cooperative","2350526","","316-444-2141","Office"
"Kassik Milling","1989393","","402-629-4241","Office"
"Kassik Milling","1989393","","402-629-4242","Mill"
"Kaylor AgriServices Kaylor","1989394","","605-583-4282","Mill"
"Kaylor AgriServices Kaylor","1989394","","605-583-4339","Fax"
"Kaylor AgriServices Kaylor","1989394","","605-583-4228","Office"
"Kaylor AgriServices Parkston","1989510","","605-928-3354","Office"
"KBQ, Inc.","2005374","","507-427-2821","Office"
"Keenview Farms LTD","2010404","","905-774-5328","Office"
"Keesecker Agri-Business","1989395","","785-325-3134 ","Office"
"Keesecker Agri-Business","1989395","","785-325-2510","Office"
"Kell Farms","1989397","","705-720-0486","Office"
"Keller Grain And Feed","1989399","","937-448-2284","Office"
"Keller Grain And Livestock","1989398","","618-455-3634","Fax"
"Keller Grain And Livestock","1989398","","618-455-3634","Office"
"Key Ingredients","1989402","","608-637-3079","Fax"
"Key Ingredients","1989402","","608-637-3539","Mill"
"Key Ingredients","1989402","","608-637-8853","Office"
"Key Ingredients","1989402","","608-637-3539","Office"
"Keystone Mills Ephrata","1989403","","717-354-4616","Mill"
"Keystone Mills Ephrata","1989403","","717-738-4251","Office"
"Keystone Mills Ephrata","1989403","","717-738-4253","Fax"
"Keystone Mills Organic","2943559","","315-549-8226","Office"
"Keystone Mills Romulus","1989404","","315-549-8229","Office"
"Keystone Mills Romulus","1989404","","315-549-8236","Office"
"Keystone Mills Romulus","1989404","","315-549-8226","Office"
"Keystone Mills Romulus","1989404","","315-549-8227","Office"
"Keystone Mills Romulus","1989404","","315-549-8228","Fax"
"Kills Boro Brewing Company","2629133","","347-277-8680","Office"
"Klaphake Feed Mill Inc. ","1989406","","320-256-4273","Office"
"Klaphake Feed Mill Inc. ","1989406","","320-256-7304","Fax"
"Klaphake Feed Mill Inc. ","1989406","","320-256-4283","Mill"
"KMAX ","1989391","","319-240-9076","Mill"
"KMAX ","1989391","","641-393-2691","Office"
"KNS - Kentucky Nutrition Services","1989400","","800-444-3314","Office"
"Kohlnhofer Farms Inc. ","1989409","","651-764-0644","Mill"
"Kohlnhofer Farms Inc. ","1989409","","651-923-4824","Office"
"Kohlnhofer Farms Inc. ","1989409","","651-345-4096","Fax"
"Korova Feeders","1989160","","403-554-8908","Office"
"Korova Feeders","1989160","","403-333-8909","Mill"
"Korova Feeders","1989160","","403-546-4392","Office"
"Korova Feeders","1989160","","403-212-9000","Office"
"Koster Farms","1989183","","815-499-8292","Mill"
"Koster Farms","1989183","","815-625-3792","Office"
"Kraak Farms","1989411","","519-485-3568","Mill"
"Kraak Farms","1989411","","519-281-2946","Office"
"Kregels Inc. **CLOSED**","1989412","","563-984-9197","Fax"
"Kregels Inc. **CLOSED**","1989412","","563-880-2188","Office"
"Kregels Inc. **CLOSED**","1989412","","563-608-0322","Mill"
"Kreher Family Farms Wolcott","2947537","","315-594-2906","Office"
"Kropf Feeds","1989502","","417-345-4300","Mill"
"Kropf Feeds","1989502","","417-345-4304","Office"
"Kropf Feeds","1989502","","815-379-2867","Office"
"Kuntz By-Products OLD MILL ","1989413","","815-945-7387","Office"
"Kuntz By-Products OLD MILL ","1989413","","815-848-7384","Mill"
"Kurzweil Brothers","1989414","","816-806-0347","Office"
"Kurzweil Brothers","1989414","","816-806-0347","Mill"
"Lac Qui Parle Coop","2735311","","320-769-4306","Office"
"Laidig Farms","1989418","","574-286-7290","Mill"
"Laidig Farms","1989418","","574-286-7290","Office"
"Lakes Area Cooperative Menahga Elevator","2106162","","218-346-6240","Office"
"Lakeside Feed And Poultry","1989420","","870-892-2580","Office"
"Lakeside Feed And Poultry","1989420","","870-892-2588","Fax"
"Lakeside Organics","2277188","","870-892-2588","Fax"
"Lakeside Organics","2277188","","870-892-2580","Office"
"Lakeview Hutterian Brethren Inc. ","1989421","","065-487-9577","Office"
"Land O' Lakes - Purina - Pro Pet","2010411","","507-451-8900","Office"
